Date,AbsoluteHumidity_gm3,Method,Site,Night
19/04/03,20.79688921,HOBO,Saline,TRUE
20/04/03,21.75874113,HOBO,Saline,FALSE
20/04/03,21.62896506,HOBO,Saline,TRUE
21/04/03,22.07651721,HOBO,Saline,FALSE
21/04/03,22.03734632,HOBO,Saline,TRUE
22/04/03,21.63791997,HOBO,Saline,FALSE
22/04/03,19.86528076,HOBO,Saline,TRUE
23/04/03,22.02873364,HOBO,Saline,FALSE
23/04/03,22.03050792,HOBO,Saline,TRUE
24/04/03,23.16499632,HOBO,Saline,FALSE
24/04/03,23.42363751,HOBO,Saline,TRUE
25/04/03,23.83025541,HOBO,Saline,FALSE
25/04/03,20.75906224,HOBO,Saline,TRUE
26/04/03,22.60124084,HOBO,Saline,FALSE
26/04/03,23.20187034,HOBO,Saline,TRUE
27/04/03,24.06468843,HOBO,Saline,FALSE
27/04/03,22.58824818,HOBO,Saline,TRUE
28/04/03,23.03981077,HOBO,Saline,FALSE
28/04/03,22.42046471,HOBO,Saline,TRUE
29/04/03,23.39301096,HOBO,Saline,FALSE
29/04/03,20.55754552,HOBO,Saline,TRUE
30/04/03,21.23259137,HOBO,Saline,FALSE
30/04/03,21.69678013,HOBO,Saline,TRUE
01/05/03,21.86662054,HOBO,Saline,FALSE
01/05/03,21.29252987,HOBO,Saline,TRUE
02/05/03,22.36135947,HOBO,Saline,FALSE
02/05/03,20.81179896,HOBO,Saline,TRUE
03/05/03,21.9367214,HOBO,Saline,FALSE
03/05/03,21.45593789,HOBO,Saline,TRUE
04/05/03,22.36657973,HOBO,Saline,FALSE
04/05/03,22.2742599,HOBO,Saline,TRUE
05/05/03,22.8926909,HOBO,Saline,FALSE
05/05/03,22.4720357,HOBO,Saline,TRUE
06/05/03,21.03959252,HOBO,Saline,FALSE
06/05/03,20.3634632,HOBO,Saline,TRUE
07/05/03,22.0703956,HOBO,Saline,FALSE
07/05/03,20.0143707,HOBO,Saline,TRUE
08/05/03,21.78229136,HOBO,Saline,FALSE
08/05/03,21.64184393,HOBO,Saline,TRUE
09/05/03,23.27348993,HOBO,Saline,FALSE
09/05/03,22.5961225,HOBO,Saline,TRUE
10/05/03,23.69469415,HOBO,Saline,FALSE
10/05/03,23.49498503,HOBO,Saline,TRUE
11/05/03,22.63741547,HOBO,Saline,FALSE
11/05/03,19.79916048,HOBO,Saline,TRUE
12/05/03,21.55207866,HOBO,Saline,FALSE
12/05/03,20.96667272,HOBO,Saline,TRUE
13/05/03,21.69130877,HOBO,Saline,FALSE
13/05/03,20.29227303,HOBO,Saline,TRUE
14/05/03,21.15314486,HOBO,Saline,FALSE
14/05/03,21.0585761,HOBO,Saline,TRUE
15/05/03,21.76076598,HOBO,Saline,FALSE
15/05/03,21.33574273,HOBO,Saline,TRUE
16/05/03,23.23414435,HOBO,Saline,FALSE
16/05/03,22.40185235,HOBO,Saline,TRUE
17/05/03,23.95766348,HOBO,Saline,FALSE
17/05/03,23.60088824,HOBO,Saline,TRUE
18/05/03,23.91939177,HOBO,Saline,FALSE
18/05/03,21.32766262,HOBO,Saline,TRUE
19/05/03,22.32943551,HOBO,Saline,FALSE
19/05/03,20.05096505,HOBO,Saline,TRUE
20/05/03,21.5652528,HOBO,Saline,FALSE
20/05/03,20.9467781,HOBO,Saline,TRUE
21/05/03,23.31517221,HOBO,Saline,FALSE
21/05/03,22.00838892,HOBO,Saline,TRUE
22/05/03,22.01627292,HOBO,Saline,FALSE
22/05/03,20.90216975,HOBO,Saline,TRUE
29/10/03,21.34790202,HOBO,Saline,TRUE
30/10/03,21.71524395,HOBO,Saline,FALSE
30/10/03,20.84434717,HOBO,Saline,TRUE
31/10/03,22.51304832,HOBO,Saline,FALSE
31/10/03,20.76744894,HOBO,Saline,TRUE
01/11/03,22.2832494,HOBO,Saline,FALSE
01/11/03,21.5907656,HOBO,Saline,TRUE
02/11/03,20.93707151,HOBO,Saline,FALSE
02/11/03,20.45414453,HOBO,Saline,TRUE
03/11/03,22.13173601,HOBO,Saline,FALSE
03/11/03,20.92464809,HOBO,Saline,TRUE
04/11/03,21.85316887,HOBO,Saline,FALSE
04/11/03,20.48503954,HOBO,Saline,TRUE
05/11/03,21.606699,HOBO,Saline,FALSE
05/11/03,20.49775032,HOBO,Saline,TRUE
06/11/03,20.44557764,HOBO,Saline,FALSE
06/11/03,19.59036133,HOBO,Saline,TRUE
07/11/03,21.47399804,HOBO,Saline,FALSE
07/11/03,20.22502817,HOBO,Saline,TRUE
08/11/03,21.95385123,HOBO,Saline,FALSE
08/11/03,20.76101369,HOBO,Saline,TRUE
09/11/03,20.92485352,HOBO,Saline,FALSE
09/11/03,18.55705544,HOBO,Saline,TRUE
10/11/03,20.48639143,HOBO,Saline,FALSE
10/11/03,20.66644073,HOBO,Saline,TRUE
11/11/03,21.85867458,HOBO,Saline,FALSE
11/11/03,20.53659642,HOBO,Saline,TRUE
12/11/03,21.48876918,HOBO,Saline,FALSE
12/11/03,20.74902937,HOBO,Saline,TRUE
13/11/03,22.96237987,HOBO,Saline,FALSE
13/11/03,21.59808735,HOBO,Saline,TRUE
14/11/03,22.18136857,HOBO,Saline,FALSE
14/11/03,21.64068113,HOBO,Saline,TRUE
15/11/03,22.27114186,HOBO,Saline,FALSE
15/11/03,22.27643162,HOBO,Saline,TRUE
16/11/03,23.13506618,HOBO,Saline,FALSE
16/11/03,20.85067539,HOBO,Saline,TRUE
17/11/03,23.26156541,HOBO,Saline,FALSE
17/11/03,21.80783307,HOBO,Saline,TRUE
18/11/03,23.18760163,HOBO,Saline,FALSE
18/11/03,21.23272419,HOBO,Saline,TRUE
19/11/03,22.64150833,HOBO,Saline,FALSE
19/11/03,22.31056254,HOBO,Saline,TRUE
20/11/03,22.58063154,HOBO,Saline,FALSE
20/11/03,20.91036454,HOBO,Saline,TRUE
21/11/03,21.1416827,HOBO,Saline,FALSE
21/11/03,21.11191585,HOBO,Saline,TRUE
22/11/03,22.29518676,HOBO,Saline,FALSE
22/11/03,21.38909686,HOBO,Saline,TRUE
23/11/03,22.25226285,HOBO,Saline,FALSE
23/11/03,21.76352108,HOBO,Saline,TRUE
24/11/03,23.11945044,HOBO,Saline,FALSE
24/11/03,22.43940249,HOBO,Saline,TRUE
25/11/03,21.43325497,HOBO,Saline,FALSE
25/11/03,19.65779631,HOBO,Saline,TRUE
26/11/03,21.84689748,HOBO,Saline,FALSE
26/11/03,20.61845209,HOBO,Saline,TRUE
27/11/03,22.2600672,HOBO,Saline,FALSE
27/11/03,21.86580877,HOBO,Saline,TRUE
28/11/03,21.97192873,HOBO,Saline,FALSE
28/11/03,21.16457633,HOBO,Saline,TRUE
29/11/03,22.28140459,HOBO,Saline,FALSE
29/11/03,21.45667433,HOBO,Saline,TRUE
30/11/03,21.78899284,HOBO,Saline,FALSE
30/11/03,19.79707183,HOBO,Saline,TRUE
01/12/03,21.45721118,HOBO,Saline,FALSE
01/12/03,21.21578683,HOBO,Saline,TRUE
02/12/03,22.71354645,HOBO,Saline,FALSE
02/12/03,20.73288724,HOBO,Saline,TRUE
03/12/03,21.9650223,HOBO,Saline,FALSE
03/12/03,21.3182317,HOBO,Saline,TRUE
04/12/03,22.81773614,HOBO,Saline,FALSE
04/12/03,22.40335154,HOBO,Saline,TRUE
05/12/03,23.08381565,HOBO,Saline,FALSE
05/12/03,22.8917982,HOBO,Saline,TRUE
06/12/03,23.85785725,HOBO,Saline,FALSE
06/12/03,21.3896777,HOBO,Saline,TRUE
07/12/03,22.44582869,HOBO,Saline,FALSE
07/12/03,21.75543814,HOBO,Saline,TRUE
08/12/03,22.41385472,HOBO,Saline,FALSE
08/12/03,21.76671559,HOBO,Saline,TRUE
09/12/03,22.62210996,HOBO,Saline,FALSE
09/12/03,22.14747337,HOBO,Saline,TRUE
10/12/03,22.52770812,HOBO,Saline,FALSE
10/12/03,22.1097177,HOBO,Saline,TRUE
11/12/03,22.06307146,HOBO,Saline,FALSE
11/12/03,20.62028303,HOBO,Saline,TRUE
12/12/03,22.11654914,HOBO,Saline,FALSE
12/12/03,21.11608269,HOBO,Saline,TRUE
13/12/03,20.37684319,HOBO,Saline,FALSE
13/12/03,20.55063623,HOBO,Saline,TRUE
14/12/03,21.38201607,HOBO,Saline,FALSE
14/12/03,20.87085454,HOBO,Saline,TRUE
15/12/03,22.03199164,HOBO,Saline,FALSE
15/12/03,21.38363162,HOBO,Saline,TRUE
16/12/03,22.66735499,HOBO,Saline,FALSE
16/12/03,21.89516616,HOBO,Saline,TRUE
17/12/03,23.46715602,HOBO,Saline,FALSE
17/12/03,22.32819441,HOBO,Saline,TRUE
18/12/03,23.70023932,HOBO,Saline,FALSE
18/12/03,22.67174504,HOBO,Saline,TRUE
19/12/03,21.90705508,HOBO,Saline,FALSE
19/12/03,20.22948114,HOBO,Saline,TRUE
20/12/03,21.25732441,HOBO,Saline,FALSE
20/12/03,21.16900343,HOBO,Saline,TRUE
21/12/03,22.29100388,HOBO,Saline,FALSE
21/12/03,20.9061556,HOBO,Saline,TRUE
22/12/03,21.70598018,HOBO,Saline,FALSE
22/12/03,21.69356837,HOBO,Saline,TRUE
23/12/03,22.48685371,HOBO,Saline,FALSE
23/12/03,22.22693206,HOBO,Saline,TRUE
24/12/03,22.74935078,HOBO,Saline,FALSE
24/12/03,21.7093751,HOBO,Saline,TRUE
25/12/03,22.43303414,HOBO,Saline,FALSE
25/12/03,22.14369903,HOBO,Saline,TRUE
26/12/03,21.79170173,HOBO,Saline,FALSE
26/12/03,19.47390902,HOBO,Saline,TRUE
27/12/03,21.35997107,HOBO,Saline,FALSE
27/12/03,21.1468465,HOBO,Saline,TRUE
28/12/03,23.15411145,HOBO,Saline,FALSE
28/12/03,22.75807815,HOBO,Saline,TRUE
29/12/03,23.56736116,HOBO,Saline,FALSE
29/12/03,22.30794507,HOBO,Saline,TRUE
30/12/03,23.50103341,HOBO,Saline,FALSE
30/12/03,22.30938887,HOBO,Saline,TRUE
31/12/03,23.06741883,HOBO,Saline,FALSE
31/12/03,22.59756305,HOBO,Saline,TRUE
01/01/04,23.63169823,HOBO,Saline,FALSE
01/01/04,22.73604796,HOBO,Saline,TRUE
02/01/04,24.4900944,HOBO,Saline,FALSE
02/01/04,22.85047211,HOBO,Saline,TRUE
03/01/04,23.07563296,HOBO,Saline,FALSE
03/01/04,22.51773052,HOBO,Saline,TRUE
04/01/04,24.15436262,HOBO,Saline,FALSE
04/01/04,23.27371881,HOBO,Saline,TRUE
05/01/04,24.30170681,HOBO,Saline,FALSE
05/01/04,21.17392914,HOBO,Saline,TRUE
06/01/04,22.94024977,HOBO,Saline,FALSE
06/01/04,23.30225197,HOBO,Saline,TRUE
07/01/04,22.94842986,HOBO,Saline,FALSE
07/01/04,21.27941291,HOBO,Saline,TRUE
08/01/04,22.82693874,HOBO,Saline,FALSE
08/01/04,22.257384,HOBO,Saline,TRUE
09/01/04,23.57169152,HOBO,Saline,FALSE
09/01/04,23.33172076,HOBO,Saline,TRUE
10/01/04,23.93372058,HOBO,Saline,FALSE
10/01/04,22.72667344,HOBO,Saline,TRUE
11/01/04,23.8061368,HOBO,Saline,FALSE
11/01/04,23.47422662,HOBO,Saline,TRUE
12/01/04,24.20236363,HOBO,Saline,FALSE
12/01/04,23.57274839,HOBO,Saline,TRUE
04/03/04,22.48970437,HOBO,Saline,TRUE
05/03/04,23.52255163,HOBO,Saline,FALSE
05/03/04,19.95249131,HOBO,Saline,TRUE
06/03/04,20.79432548,HOBO,Saline,FALSE
06/03/04,21.11109627,HOBO,Saline,TRUE
07/03/04,22.00440964,HOBO,Saline,FALSE
07/03/04,22.36984684,HOBO,Saline,TRUE
08/03/04,23.16423648,HOBO,Saline,FALSE
08/03/04,22.76840431,HOBO,Saline,TRUE
09/03/04,23.30456297,HOBO,Saline,FALSE
09/03/04,22.83134911,HOBO,Saline,TRUE
10/03/04,23.09191251,HOBO,Saline,FALSE
10/03/04,22.93683023,HOBO,Saline,TRUE
11/03/04,23.16373026,HOBO,Saline,FALSE
11/03/04,23.0183914,HOBO,Saline,TRUE
12/03/04,23.37711823,HOBO,Saline,FALSE
12/03/04,23.05524084,HOBO,Saline,TRUE
13/03/04,24.5107592,HOBO,Saline,FALSE
13/03/04,23.58722325,HOBO,Saline,TRUE
14/03/04,21.64696882,HOBO,Saline,FALSE
14/03/04,20.85216508,HOBO,Saline,TRUE
15/03/04,22.55080224,HOBO,Saline,FALSE
15/03/04,21.7539885,HOBO,Saline,TRUE
16/03/04,22.74071437,HOBO,Saline,FALSE
16/03/04,22.36669128,HOBO,Saline,TRUE
17/03/04,23.93525215,HOBO,Saline,FALSE
17/03/04,21.60824677,HOBO,Saline,TRUE
18/03/04,21.13095586,HOBO,Saline,FALSE
18/03/04,20.52414079,HOBO,Saline,TRUE
19/03/04,21.92885533,HOBO,Saline,FALSE
19/03/04,22.00656676,HOBO,Saline,TRUE
20/03/04,23.05658458,HOBO,Saline,FALSE
20/03/04,22.30601677,HOBO,Saline,TRUE
21/03/04,23.39006163,HOBO,Saline,FALSE
21/03/04,23.05794122,HOBO,Saline,TRUE
22/03/04,21.9107595,HOBO,Saline,FALSE
22/03/04,21.31136033,HOBO,Saline,TRUE
23/03/04,23.12071179,HOBO,Saline,FALSE
23/03/04,22.66663788,HOBO,Saline,TRUE
24/03/04,24.20957091,HOBO,Saline,FALSE
24/03/04,24.36569659,HOBO,Saline,TRUE
25/03/04,24.52640878,HOBO,Saline,FALSE
25/03/04,22.14164453,HOBO,Saline,TRUE
26/03/04,22.18149396,HOBO,Saline,FALSE
26/03/04,21.82170643,HOBO,Saline,TRUE
27/03/04,23.90104728,HOBO,Saline,FALSE
28/03/04,24.40474036,HOBO,Saline,FALSE
28/03/04,24.08669525,HOBO,Saline,TRUE
29/03/04,24.93249931,HOBO,Saline,FALSE
29/03/04,24.15505491,HOBO,Saline,TRUE
30/03/04,24.96260366,HOBO,Saline,FALSE
30/03/04,23.635962,HOBO,Saline,TRUE
31/03/04,24.17295172,HOBO,Saline,FALSE
31/03/04,23.41282557,HOBO,Saline,TRUE
01/04/04,23.85850549,HOBO,Saline,FALSE
01/04/04,23.92721361,HOBO,Saline,TRUE
02/04/04,23.51877707,HOBO,Saline,FALSE
02/04/04,21.97135251,HOBO,Saline,TRUE
03/04/04,22.99708778,HOBO,Saline,FALSE
03/04/04,21.62903796,HOBO,Saline,TRUE
04/04/04,22.75596491,HOBO,Saline,FALSE
04/04/04,22.1339923,HOBO,Saline,TRUE
05/04/04,22.64512993,HOBO,Saline,FALSE
05/04/04,22.55439628,HOBO,Saline,TRUE
06/04/04,23.79334938,HOBO,Saline,FALSE
06/04/04,22.61070664,HOBO,Saline,TRUE
07/04/04,23.66962364,HOBO,Saline,FALSE
07/04/04,22.37571211,HOBO,Saline,TRUE
08/04/04,22.74135313,HOBO,Saline,FALSE
08/04/04,21.16741607,HOBO,Saline,TRUE
09/04/04,21.78865584,HOBO,Saline,FALSE
09/04/04,21.31352737,HOBO,Saline,TRUE
10/04/04,21.81434853,HOBO,Saline,FALSE
10/04/04,22.42504713,HOBO,Saline,TRUE
11/04/04,22.85153455,HOBO,Saline,FALSE
11/04/04,22.97982753,HOBO,Saline,TRUE
12/04/04,23.19223735,HOBO,Saline,FALSE
12/04/04,20.79885895,HOBO,Saline,TRUE
13/04/04,21.32706288,HOBO,Saline,FALSE
13/04/04,22.4300091,HOBO,Saline,TRUE
14/04/04,23.28981577,HOBO,Saline,FALSE
14/04/04,22.75272913,HOBO,Saline,TRUE
15/04/04,24.30941777,HOBO,Saline,FALSE
15/04/04,21.57634444,HOBO,Saline,TRUE
16/04/04,22.69541334,HOBO,Saline,FALSE
16/04/04,22.23454663,HOBO,Saline,TRUE
17/04/04,20.50266862,HOBO,Saline,FALSE
17/04/04,19.89609797,HOBO,Saline,TRUE
18/04/04,21.23925374,HOBO,Saline,TRUE
19/04/04,23.0001177,HOBO,Saline,FALSE
19/04/04,21.96848377,HOBO,Saline,TRUE
20/04/04,23.02152807,HOBO,Saline,FALSE
20/04/04,22.34969584,HOBO,Saline,TRUE
21/04/04,22.65474092,HOBO,Saline,FALSE
21/04/04,23.13785372,HOBO,Saline,TRUE
22/04/04,23.00529728,HOBO,Saline,FALSE
22/04/04,21.75460489,HOBO,Saline,TRUE
23/04/04,23.30298564,HOBO,Saline,FALSE
23/04/04,22.0956879,HOBO,Saline,TRUE
24/04/04,23.07005602,HOBO,Saline,FALSE
24/04/04,22.99975364,HOBO,Saline,TRUE
25/04/04,23.02310033,HOBO,Saline,FALSE
25/04/04,23.44814057,HOBO,Saline,TRUE
26/04/04,22.70925838,HOBO,Saline,FALSE
26/04/04,23.56726807,HOBO,Saline,TRUE
27/04/04,23.70658529,HOBO,Saline,FALSE
27/04/04,21.24623702,HOBO,Saline,TRUE
28/04/04,22.05999328,HOBO,Saline,FALSE
28/04/04,22.04941401,HOBO,Saline,TRUE
29/04/04,21.75210711,HOBO,Saline,FALSE
29/04/04,22.78444583,HOBO,Saline,TRUE
30/04/04,22.77006106,HOBO,Saline,FALSE
30/04/04,22.14125307,HOBO,Saline,TRUE
01/05/04,22.83611602,HOBO,Saline,FALSE
01/05/04,21.64996262,HOBO,Saline,TRUE
02/05/04,21.65270152,HOBO,Saline,FALSE
02/05/04,21.16504336,HOBO,Saline,TRUE
03/05/04,21.21496148,HOBO,Saline,FALSE
03/05/04,20.69518638,HOBO,Saline,TRUE
04/05/04,22.67243096,HOBO,Saline,FALSE
04/05/04,21.83286832,HOBO,Saline,TRUE
05/05/04,24.02151503,HOBO,Saline,FALSE
05/05/04,21.32025628,HOBO,Saline,TRUE
06/05/04,22.98149499,HOBO,Saline,FALSE
06/05/04,23.35961093,HOBO,Saline,TRUE
07/05/04,23.17414893,HOBO,Saline,FALSE
07/05/04,21.77974239,HOBO,Saline,TRUE
08/05/04,22.84890608,HOBO,Saline,FALSE
08/05/04,22.4782231,HOBO,Saline,TRUE
09/05/04,23.14008511,HOBO,Saline,FALSE
09/05/04,22.97620113,HOBO,Saline,TRUE
10/05/04,23.56346951,HOBO,Saline,FALSE
10/05/04,23.08215753,HOBO,Saline,TRUE
11/05/04,23.96230932,HOBO,Saline,FALSE
11/05/04,22.45344008,HOBO,Saline,TRUE
12/05/04,22.69193593,HOBO,Saline,FALSE
12/05/04,22.0578585,HOBO,Saline,TRUE
13/05/04,22.37919239,HOBO,Saline,FALSE
13/05/04,21.53337409,HOBO,Saline,TRUE
14/05/04,23.05780776,HOBO,Saline,FALSE
14/05/04,22.53234987,HOBO,Saline,TRUE
15/05/04,22.77257207,HOBO,Saline,FALSE
15/05/04,21.79814479,HOBO,Saline,TRUE
16/05/04,22.31317781,HOBO,Saline,FALSE
16/05/04,21.50476421,HOBO,Saline,TRUE
17/05/04,22.87011587,HOBO,Saline,FALSE
17/05/04,22.57845127,HOBO,Saline,TRUE
18/05/04,24.04715494,HOBO,Saline,FALSE
18/05/04,23.4405131,HOBO,Saline,TRUE
19/05/04,22.89664433,HOBO,Saline,FALSE
19/05/04,21.7443436,HOBO,Saline,TRUE
20/05/04,21.72363025,HOBO,Saline,FALSE
20/05/04,21.27320456,HOBO,Saline,TRUE
21/05/04,21.86639475,HOBO,Saline,FALSE
21/05/04,21.15673849,HOBO,Saline,TRUE
22/05/04,22.3133641,HOBO,Saline,FALSE
22/05/04,22.09173342,HOBO,Saline,TRUE
23/05/04,22.5711604,HOBO,Saline,FALSE
23/05/04,22.19410597,HOBO,Saline,TRUE
24/05/04,22.58361677,HOBO,Saline,FALSE
24/05/04,21.62810818,HOBO,Saline,TRUE
25/05/04,21.92274793,HOBO,Saline,FALSE
25/05/04,20.82286984,HOBO,Saline,TRUE
26/05/04,21.95659405,HOBO,Saline,FALSE
26/05/04,21.43570314,HOBO,Saline,TRUE
27/05/04,21.9185105,HOBO,Saline,FALSE
27/05/04,20.68103753,HOBO,Saline,TRUE
28/05/04,21.2474162,HOBO,Saline,FALSE
28/05/04,20.72028641,HOBO,Saline,TRUE
29/05/04,21.99709513,HOBO,Saline,FALSE
29/05/04,20.72545553,HOBO,Saline,TRUE
30/05/04,21.22980225,HOBO,Saline,FALSE
30/05/04,20.80579548,HOBO,Saline,TRUE
31/05/04,22.11938523,HOBO,Saline,FALSE
31/05/04,21.5297634,HOBO,Saline,TRUE
01/06/04,21.90050148,HOBO,Saline,FALSE
01/06/04,20.17499436,HOBO,Saline,TRUE
02/06/04,21.43815761,HOBO,Saline,FALSE
02/06/04,21.1532934,HOBO,Saline,TRUE
03/06/04,20.14397425,HOBO,Saline,FALSE
03/06/04,20.23284323,HOBO,Saline,TRUE
04/06/04,21.1016508,HOBO,Saline,FALSE
04/06/04,20.87958681,HOBO,Saline,TRUE
05/06/04,21.93124004,HOBO,Saline,FALSE
05/06/04,20.7987586,HOBO,Saline,TRUE
06/06/04,21.32923179,HOBO,Saline,FALSE
06/06/04,20.74718155,HOBO,Saline,TRUE
07/06/04,21.30236761,HOBO,Saline,FALSE
07/06/04,21.00272712,HOBO,Saline,TRUE
08/06/04,21.6286643,HOBO,Saline,FALSE
08/06/04,21.1633461,HOBO,Saline,TRUE
09/06/04,21.9503348,HOBO,Saline,FALSE
09/06/04,20.00205952,HOBO,Saline,TRUE
10/06/04,22.073402,HOBO,Saline,FALSE
10/06/04,21.11387453,HOBO,Saline,TRUE
11/06/04,21.81163247,HOBO,Saline,FALSE
11/06/04,20.47744657,HOBO,Saline,TRUE
12/06/04,21.9743999,HOBO,Saline,FALSE
12/06/04,21.158505,HOBO,Saline,TRUE
13/06/04,21.37241839,HOBO,Saline,FALSE
13/06/04,20.73936547,HOBO,Saline,TRUE
14/06/04,20.79743089,HOBO,Saline,FALSE
14/06/04,20.35918575,HOBO,Saline,TRUE
15/06/04,21.19590012,HOBO,Saline,FALSE
15/06/04,20.63513362,HOBO,Saline,TRUE
03/09/04,20.55762902,HOBO,Saline,TRUE
04/09/04,21.06181621,HOBO,Saline,FALSE
04/09/04,20.17908412,HOBO,Saline,TRUE
05/09/04,20.30617477,HOBO,Saline,FALSE
05/09/04,19.43414003,HOBO,Saline,TRUE
06/09/04,19.78966272,HOBO,Saline,FALSE
06/09/04,19.87681783,HOBO,Saline,TRUE
07/09/04,19.95657386,HOBO,Saline,FALSE
07/09/04,19.9026305,HOBO,Saline,TRUE
08/09/04,20.59983387,HOBO,Saline,FALSE
08/09/04,20.73363804,HOBO,Saline,TRUE
09/09/04,20.86277397,HOBO,Saline,FALSE
09/09/04,20.93819482,HOBO,Saline,TRUE
10/09/04,20.6397754,HOBO,Saline,FALSE
10/09/04,20.47662897,HOBO,Saline,TRUE
11/09/04,21.2854951,HOBO,Saline,FALSE
11/09/04,21.84034194,HOBO,Saline,TRUE
12/09/04,21.55444776,HOBO,Saline,FALSE
12/09/04,21.29176985,HOBO,Saline,TRUE
13/09/04,21.24118732,HOBO,Saline,FALSE
13/09/04,19.03039358,HOBO,Saline,TRUE
14/09/04,20.11550056,HOBO,Saline,FALSE
14/09/04,19.72721001,HOBO,Saline,TRUE
15/09/04,20.47474775,HOBO,Saline,FALSE
15/09/04,21.00126354,HOBO,Saline,TRUE
16/09/04,21.45021336,HOBO,Saline,FALSE
16/09/04,21.8025079,HOBO,Saline,TRUE
17/09/04,21.42893027,HOBO,Saline,FALSE
17/09/04,20.96802339,HOBO,Saline,TRUE
18/09/04,21.58708393,HOBO,Saline,FALSE
18/09/04,20.97262509,HOBO,Saline,TRUE
19/09/04,20.44815773,HOBO,Saline,FALSE
19/09/04,21.11851922,HOBO,Saline,TRUE
20/09/04,21.1990103,HOBO,Saline,FALSE
20/09/04,20.15224927,HOBO,Saline,TRUE
21/09/04,21.21298221,HOBO,Saline,FALSE
21/09/04,21.53416935,HOBO,Saline,TRUE
22/09/04,19.83887838,HOBO,Saline,FALSE
22/09/04,18.23262498,HOBO,Saline,TRUE
23/09/04,20.21577107,HOBO,Saline,FALSE
23/09/04,19.77650367,HOBO,Saline,TRUE
24/09/04,20.75430974,HOBO,Saline,FALSE
24/09/04,20.3364049,HOBO,Saline,TRUE
25/09/04,19.84641226,HOBO,Saline,FALSE
25/09/04,20.12469674,HOBO,Saline,TRUE
