"Month","DOY","MeanRain_mm","MeanRain_10day_mm","Dayof2019","MeanRain_month_mm","month_labels"
2,51,3.34421526571912,2.91023561099122,2025-02-20,3.02114020692098,"F"
2,52,3.97272727272727,2.96629621705182,2025-02-21,3.02114020692098,"F"
2,53,2.74391004444385,3.15999006641269,2025-02-22,3.02114020692098,"F"
2,54,1.72121212121212,3.39636893345467,2025-02-23,3.02114020692098,"F"
2,55,3.43636363636364,3.73822170108858,2025-02-24,3.02114020692098,"F"
2,56,3.82727272727273,4.21389847319902,2025-02-25,3.02114020692098,"F"
2,57,4.07575757575758,4.24238332168386,2025-02-26,3.02114020692098,"F"
2,58,5.00909090909091,4.11707782145682,2025-02-27,3.02114020692098,"F"
2,59,4.07287957951068,4.62798691236591,2025-02-28,3.02114020692098,"F"
3,60,5.17878787878788,4.56950206388106,2025-03-01,6.1689406835297,"M"
3,61,8.1009829868235,4.66222933660834,2025-03-02,6.1689406835297,"M"
3,62,4.25757575757576,4.68828994266894,2025-03-03,6.1689406835297,"M"
3,63,1.49085504217344,4.91802864849527,2025-03-04,6.1689406835297,"M"
3,64,6.83030303030303,4.92983159963511,2025-03-05,6.1689406835297,"M"
3,65,2.85151515151515,5.19679409239991,2025-03-06,6.1689406835297,"M"
3,66,4.75454545454545,5.10917680426194,2025-03-07,6.1689406835297,"M"
3,67,4.33636363636364,4.78766165274679,2025-03-08,6.1689406835297,"M"
3,68,7.30647796735414,5.24159116699014,2025-03-09,6.1689406835297,"M"
3,69,4.19090909090909,5.09143965183863,2025-03-10,6.1689406835297,"M"
3,70,7.84841280643592,5.41568207608105,2025-03-11,6.1689406835297,"M"
3,71,7.22481010544377,6.10483535685322,2025-03-12,6.1689406835297,"M"
3,72,1.04242424242424,6.0946838417017,2025-03-13,6.1689406835297,"M"
3,73,6.03015018460696,6.02206655356373,2025-03-14,6.1689406835297,"M"
3,74,5.32878787878788,6.68779045928764,2025-03-15,6.1689406835297,"M"
3,75,6.09393939393939,6.40330516595783,2025-03-16,6.1689406835297,"M"
3,76,11.6460782622671,6.11849013130685,2025-03-17,6.1689406835297,"M"
3,77,4.23484848484848,6.78751547430854,2025-03-18,6.1689406835297,"M"
3,78,6.58030508597442,6.99849594731469,2025-03-19,6.1689406835297,"M"
3,79,10.8481481481481,7.1348871708563,2025-03-20,6.1689406835297,"M"
3,80,5.0035598731379,7.23720858588445,2025-03-21,6.1689406835297,"M"
3,81,4.37665975893394,7.08981286068927,2025-03-22,6.1689406835297,"M"
3,82,7.73267767244115,8.06736772325471,2025-03-23,6.1689406835297,"M"
3,83,8.13995491466847,7.71297357829364,2025-03-24,6.1689406835297,"M"
3,84,6.69270011420397,7.08584851544081,2025-03-25,6.1689406835297,"M"
3,85,7.11715354422088,7.00573807270555,2025-03-26,6.1689406835297,"M"
3,86,10.1721210103153,7.22746603620609,2025-03-27,6.1689406835297,"M"
3,87,14.010397110503,7.91929095720362,2025-03-28,6.1689406835297,"M"
3,88,3.03636363636364,7.72075001119132,2025-03-29,6.1689406835297,"M"
3,89,4.57689751961992,8.28360121189214,2025-03-30,6.1689406835297,"M"
3,90,4.20245544578526,8.27724946012301,2025-03-31,6.1689406835297,"M"
4,91,6.59393939393939,7.60478483383896,2025-04-01,6.71389427268528,"A"
4,92,14.6509268824165,7.15859360763715,2025-04-02,6.71389427268528,"A"
4,93,6.15454545454545,7.56120235038486,2025-04-03,6.71389427268528,"A"
4,94,12.3212121212121,7.73533078024105,2025-04-04,6.71389427268528,"A"
4,95,7.05363602652961,7.62043877101606,2025-04-05,6.71389427268528,"A"
4,96,3.44747474747475,7.32949226556505,2025-04-06,6.71389427268528,"A"
4,97,9.54848484848485,6.39403594095976,2025-04-07,6.71389427268528,"A"
4,98,7.06245106384079,6.66296252025356,2025-04-08,6.71389427268528,"A"
4,99,6.31818181818182,6.13067203848722,2025-04-09,6.71389427268528,"A"
4,100,3.05353535353535,6.2426242404217,2025-04-10,6.71389427268528,"A"
4,101,3.68447433942926,6.6433106216856,2025-04-11,6.71389427268528,"A"
4,102,5.29636363636364,6.10361365198863,2025-04-12,6.71389427268528,"A"
4,103,8.84381124748343,6.04191400015001,2025-04-13,6.71389427268528,"A"
4,104,6.99830730354867,6.18497930013031,2025-04-14,6.71389427268528,"A"
4,105,8.17315804587445,6.44023182538284,2025-04-15,6.71389427268528,"A"
4,106,7.45433856011374,6.91173678541145,2025-04-16,6.71389427268528,"A"
4,107,4.15151515151515,6.80278435107873,2025-04-17,6.71389427268528,"A"
4,108,6.44545454545455,6.45795784296751,2025-04-18,6.71389427268528,"A"
4,109,7.74883481798489,6.39913450220409,2025-04-19,6.71389427268528,"A"
4,110,5.60606060606061,6.17818233398028,2025-04-20,6.71389427268528,"A"
4,111,8.39952393971538,6.2447181749386,2025-04-21,6.71389427268528,"A"
4,112,4.20683929303644,6.55965599506532,2025-04-22,6.71389427268528,"A"
4,113,5.39554616637127,6.38104721860693,2025-04-23,6.71389427268528,"A"
4,114,6.41007389591441,6.26495161559632,2025-04-24,6.71389427268528,"A"
4,115,5.96363636363636,6.08101222165693,2025-04-25,6.71389427268528,"A"
4,116,8.11969696969697,5.6231810398066,2025-04-26,6.71389427268528,"A"
4,117,7.30089335278237,5.6879897934242,2025-04-27,6.71389427268528,"A"
4,118,4.65936678087063,5.48459408153003,2025-04-28,6.71389427268528,"A"
4,119,6.58787878787879,5.6394973227206,2025-04-29,6.71389427268528,"A"
4,120,3.76666666666667,5.65589909655094,2025-04-30,6.71389427268528,"A"
5,121,3.82121212121212,5.40241424806609,2025-05-01,5.17224042674628,"M"
5,122,4.85492682921242,5.27446676046097,2025-05-02,5.17224042674628,"M"
5,123,3.36158904742956,5.37168380134052,2025-05-03,5.17224042674628,"M"
5,124,7.95910630782015,5.25344943728222,2025-05-04,5.17224042674628,"M"
5,125,6.12765410193969,5.41718724011763,2025-05-05,5.17224042674628,"M"
5,126,5.58484848484848,5.80070955547649,2025-05-06,5.17224042674628,"M"
5,127,6.02141847673117,6.00945929679767,2025-05-07,5.17224042674628,"M"
5,128,5.63153718966615,6.21491698276891,2025-05-08,5.17224042674628,"M"
5,129,5.40553514729578,5.92068444510211,2025-05-09,5.17224042674628,"M"
5,130,5.40404469502073,6.16809813723762,2025-05-10,5.17224042674628,"M"
5,131,7.65643527480075,6.11446177360126,2025-05-11,5.17224042674628,"M"
5,132,6.94242424242424,6.06239620086154,2025-05-12,5.17224042674628,"M"
5,133,5.41616590714194,5.84496948851328,2025-05-13,5.17224042674628,"M"
5,134,5.01678093115212,5.73593112529886,2025-05-14,5.17224042674628,"M"
5,135,8.60179102329488,5.68286042044499,2025-05-15,5.17224042674628,"M"
5,136,5.04848484848485,5.46614434841853,2025-05-16,5.17224042674628,"M"
5,137,5.50076274933393,5.26157058909073,2025-05-17,5.17224042674628,"M"
5,138,3.45727006618362,4.95591985740576,2025-05-18,5.17224042674628,"M"
5,139,4.31515151515152,5.33434634400629,2025-05-19,5.17224042674628,"M"
5,140,4.87333764648201,5.10265209016165,2025-05-20,5.17224042674628,"M"
5,141,5.48927455453618,5.25265209016165,2025-05-21,5.17224042674628,"M"
5,142,4.89668664914628,4.85863642128886,2025-05-22,5.17224042674628,"M"
5,143,2.35965859029226,4.81503062679171,2025-05-23,5.17224042674628,"M"
5,144,8.80104579715735,4.72058748760512,2025-05-24,5.17224042674628,"M"
5,145,6.28484848484849,4.57658705629025,2025-05-25,5.17224042674628,"M"
5,146,6.54848484848485,4.38497020689724,2025-05-26,5.17224042674628,"M"
5,147,1.56060606060606,4.38524580247776,2025-05-27,5.17224042674628,"M"
5,148,3.02121212121212,4.44109812526671,2025-05-28,5.17224042674628,"M"
5,149,3.3707201232856,4.07784019070695,2025-05-29,5.17224042674628,"M"
5,150,3.43333333333333,4.1063600361418,2025-05-30,5.17224042674628,"M"
5,151,3.57310606060606,3.7434100717331,2025-05-31,5.17224042674628,"M"
6,152,4.89944260495145,3.99583431415734,2025-06-01,1.40526623324211,"J"
6,153,2.91818181818182,3.83371310203613,2025-06-02,1.40526623324211,"J"
6,154,5.16846645155975,3.64967139273787,2025-06-03,1.40526623324211,"J"
6,155,6.57004693919701,3.32542896849544,2025-06-04,1.40526623324211,"J"
6,156,2.91898520439776,3.2687244230409,2025-06-05,1.40526623324211,"J"
6,157,4.08484848484848,2.81120440497,2025-06-06,1.40526623324211,"J"
6,158,1.4,2.58514379890939,2025-06-07,1.40526623324211,"J"
6,159,1.53030303030303,2.16920624466251,2025-06-08,1.40526623324211,"J"
6,160,0.190909090909091,1.51553488407614,2025-06-09,1.40526623324211,"J"
6,161,3.00606060606061,1.22575757575758,2025-06-10,1.40526623324211,"J"
6,162,0.324242424242424,0.862528822139978,2025-06-11,1.40526623324211,"J"
6,163,0.657575757575758,0.725559125170281,2025-06-12,1.40526623324211,"J"
6,164,1.00909090909091,0.593437913049069,2025-06-13,1.40526623324211,"J"
6,165,0.0333333333333333,0.57495306456422,2025-06-14,1.40526623324211,"J"
6,166,0.0212121212121212,0.422528822139978,2025-06-15,1.40526623324211,"J"
6,167,0.452560948672504,0.415559125170281,2025-06-16,1.40526623324211,"J"
6,168,0.0303030303030303,0.519195488806644,2025-06-17,1.40526623324211,"J"
6,169,0.209090909090909,0.515559125170281,2025-06-18,1.40526623324211,"J"
6,170,0.00606060606060606,0.517074276685432,2025-06-19,1.40526623324211,"J"
6,171,1.48181818181818,0.607680337291493,2025-06-20,1.40526623324211,"J"
6,172,0.254545454545455,0.589393939393939,2025-06-21,1.40526623324211,"J"
6,173,1.69393939393939,0.605757575757576,2025-06-22,1.40526623324211,"J"
6,174,0.972727272727273,0.593939393939394,2025-06-23,1.40526623324211,"J"
6,175,0.0484848484848485,0.600606060606061,2025-06-24,1.40526623324211,"J"
6,176,0.927272727272727,0.524545454545455,2025-06-25,1.40526623324211,"J"
6,177,0.26969696969697,0.512727272727273,2025-06-26,1.40526623324211,"J"
6,178,0.193939393939394,0.50946127946128,2025-06-27,1.40526623324211,"J"
6,179,0.0909090909090909,0.416430976430976,2025-06-28,1.40526623324211,"J"
6,180,0.0727272727272727,0.417643097643098,2025-06-29,1.40526623324211,"J"
6,181,0.721212121212121,0.326734006734007,2025-06-30,1.40526623324211,"J"
7,182,0.136363636363636,0.317946127946128,2025-07-01,0.140183546244345,"J"
7,183,1.66127946127946,0.305190550436513,2025-07-02,0.140183546244345,"J"
7,184,0.0424242424242424,0.296099641345604,2025-07-03,0.140183546244345,"J"
7,185,0.0606060606060606,0.290948126194089,2025-07-04,0.140183546244345,"J"
7,186,0.0181818181818182,0.292766308012271,2025-07-05,0.140183546244345,"J"
7,187,0.181818181818182,0.290039035284998,2025-07-06,0.140183546244345,"J"
7,188,0.0663836188432479,0.129365634611598,2025-07-07,0.140183546244345,"J"
7,189,0,0.189365634611597,2025-07-08,0.140183546244345,"J"
7,190,0.0212121212121212,0.183473378719342,2025-07-09,0.140183546244345,"J"
7,191,0.739393939393939,0.184988530234493,2025-07-10,0.140183546244345,"J"
7,192,0.109090909090909,0.166806712052675,2025-07-11,0.140183546244345,"J"
7,193,0.0545454545454545,0.16047138047138,2025-07-12,0.140183546244345,"J"
7,194,0.642424242424242,0.160774410774411,2025-07-13,0.140183546244345,"J"
7,195,0.00168350168350168,0.169259259259259,2025-07-14,0.140183546244345,"J"
7,196,0.0333333333333333,0.0953198653198653,2025-07-15,0.140183546244345,"J"
7,197,0,0.0847138047138047,2025-07-16,0.140183546244345,"J"
7,198,0.00303030303030303,0.0795622895622896,2025-07-17,0.140183546244345,"J"
7,199,0.00303030303030303,0.0283802254521513,2025-07-18,0.140183546244345,"J"
7,200,0.106060606060606,0.0324542995262253,2025-07-19,0.140183546244345,"J"
7,201,0,0.0297270267989526,2025-07-20,0.140183546244345,"J"
7,202,0.00303030303030303,0.0306361177080435,2025-07-21,0.140183546244345,"J"
7,203,0.00303030303030303,0.030627205052072,2025-07-22,0.140183546244345,"J"
7,204,0.13060360132286,0.0356182923961006,2025-07-23,0.140183546244345,"J"
7,205,0.0424242424242424,0.0291298788488635,2025-07-24,0.140183546244345,"J"
7,206,0.00606060606060606,0.0335416435547458,2025-07-25,0.140183546244345,"J"
7,207,0.00909090909090909,0.0461797897223038,2025-07-26,0.140183546244345,"J"
7,208,0.00294117647058824,0.0514649947133911,2025-07-27,0.140183546244345,"J"
7,209,0.0529411764705882,0.0392869875222816,2025-07-28,0.140183546244345,"J"
7,210,0.0411764705882353,0.0350445632798574,2025-07-29,0.140183546244345,"J"
7,211,0.0441176470588235,0.0344385026737968,2025-07-30,0.140183546244345,"J"
7,212,0.129411764705882,0.0470588235294118,2025-07-31,0.140183546244345,"J"
8,213,0.0558823529411765,0.0479411764705882,2025-08-01,0.402143187175131,"A"
8,214,0.00882352941176471,0.0485294117647059,2025-08-02,0.402143187175131,"A"
8,215,0,0.111764705882353,2025-08-03,0.402143187175131,"A"
8,216,0,0.107941176470588,2025-08-04,0.402143187175131,"A"
8,217,0.135294117647059,0.0976470588235294,2025-08-05,0.402143187175131,"A"
8,218,0.0117647058823529,0.0920588235294118,2025-08-06,0.402143187175131,"A"
8,219,0.0588235294117647,0.0920588235294118,2025-08-07,0.402143187175131,"A"
8,220,0.673529411764706,0.0920588235294118,2025-08-08,0.402143187175131,"A"
8,221,0.00588235294117647,0.383235294117647,2025-08-09,0.402143187175131,"A"
8,222,0.0264705882352941,0.373823529411765,2025-08-10,0.402143187175131,"A"
8,223,0,0.397647058823529,2025-08-11,0.402143187175131,"A"
8,224,0.00882352941176471,0.458823529411765,2025-08-12,0.402143187175131,"A"
8,225,0,0.400882352941176,2025-08-13,0.402143187175131,"A"
8,226,2.91176470588235,0.403235294117647,2025-08-14,0.402143187175131,"A"
8,227,0.0411764705882353,0.481764705882353,2025-08-15,0.402143187175131,"A"
8,228,0.25,0.519484945868468,2025-08-16,0.402143187175131,"A"
8,229,0.670588235294118,0.532665295408628,2025-08-17,0.402143187175131,"A"
8,230,0.0941176470588235,0.636635187145563,2025-08-18,0.402143187175131,"A"
8,231,0.0294117647058824,0.35751754008674,2025-08-19,0.402143187175131,"A"
8,232,0.811764705882353,0.533399893027916,2025-08-20,0.402143187175131,"A"
8,233,0.377202399861148,0.514282245969092,2025-08-21,0.402143187175131,"A"
8,234,0.140627024813364,0.458114468478199,2025-08-22,0.402143187175131,"A"
8,235,1.03969891736935,0.471643880242905,2025-08-23,0.402143187175131,"A"
8,236,0.120588235294118,0.484290939066435,2025-08-24,0.402143187175131,"A"
8,237,1.8,0.403408586125258,2025-08-25,0.402143187175131,"A"
8,238,0.0588235294117647,0.629511875550908,2025-08-26,0.402143187175131,"A"
8,239,0.108910460385186,0.651919761304866,2025-08-27,0.402143187175131,"A"
8,240,0.229411764705882,0.550891046038519,2025-08-28,0.402143187175131,"A"
8,241,0.155882352941176,0.630008693097342,2025-08-29,0.402143187175131,"A"
8,242,0.00294117647058824,0.543243987214989,2025-08-30,0.402143187175131,"A"
8,243,2.63823529411765,0.546479281332636,2025-08-31,0.402143187175131,"A"
9,244,0.364705882352941,0.545,2025-09-01,2.4289336900806,"S"
9,245,0.0294117647058824,0.54,2025-09-02,2.4289336900806,"S"
9,246,0.911764705882353,0.624411764705882,2025-09-03,2.4289336900806,"S"
9,247,0.932352941176471,0.681176470588235,2025-09-04,2.4289336900806,"S"
9,248,0.0911764705882353,0.522058823529412,2025-09-05,2.4289336900806,"S"
9,249,0.0941176470588235,0.622647058823529,2025-09-06,2.4289336900806,"S"
9,250,0.179411764705882,0.683529411764706,2025-09-07,2.4289336900806,"S"
9,251,1,0.909117647058823,2025-09-08,2.4289336900806,"S"
9,252,0.570588235294118,1.00399736402568,2025-09-09,2.4289336900806,"S"
9,253,1.04705882352941,1.23605618755509,2025-09-10,2.4289336900806,"S"
9,254,1.37058823529412,1.37088684709163,2025-09-11,2.4289336900806,"S"
9,255,0.638235294117647,1.6005214281968,2025-09-12,2.4289336900806,"S"
9,256,3.16764705882353,1.79706416688993,2025-09-13,2.4289336900806,"S"
9,257,1.88115011084503,2.02677658974292,2025-09-14,2.4289336900806,"S"
9,258,2.41176470588235,2.15473241402803,2025-09-15,2.4289336900806,"S"
9,259,1.44242424242424,2.45130995413498,2025-09-16,2.4289336900806,"S"
9,260,2.47575757575758,2.71415309138988,2025-09-17,2.4289336900806,"S"
9,261,2.96542738693124,3.24375202187117,2025-09-18,2.4289336900806,"S"
9,262,2.86771246382402,3.4320006471503,2025-09-19,2.4289336900806,"S"
9,263,2.32661706638055,3.49506660080449,2025-09-20,2.4289336900806,"S"
9,264,4.33636363636364,3.47459430085633,2025-09-21,2.4289336900806,"S"
9,265,3.26666666666667,3.68356128197369,2025-09-22,2.4289336900806,"S"
9,266,8.46363636363636,3.92459430085633,2025-09-23,2.4289336900806,"S"
9,267,3.76363636363636,4.25600487265574,2025-09-24,2.4289336900806,"S"
9,268,3.04242424242424,4.61000983268436,2025-09-25,2.4289336900806,"S"
9,269,1.23770124294261,5.04358871059621,2025-09-26,2.4289336900806,"S"
9,270,4.56542738693124,5.09014040581387,2025-09-27,2.4289336900806,"S"
9,271,5.37575757575758,4.96195858763205,2025-09-28,2.4289336900806,"S"
9,272,6.18181818181818,5.4417515916545,2025-09-29,2.4289336900806,"S"
9,273,5.86666666666667,5.37044559957082,2025-09-30,2.4289336900806,"S"
10,274,8.67215241548223,5.71173399571633,2025-10-01,7.57617912511821,"O"
10,275,3.73218361884325,5.77072120125133,2025-10-02,7.57617912511821,"O"
10,276,7.18181818181818,5.98377929702674,2025-10-03,7.57617912511821,"O"
10,277,8.56156640386084,6.3757038108803,2025-10-04,7.57617912511821,"O"
10,278,2.32936432158743,6.40087323908089,2025-10-05,7.57617912511821,"O"
10,279,4.65058520439776,6.18060788121901,2025-10-06,7.57617912511821,"O"
10,280,5.15529944228118,6.43235154042344,2025-10-07,7.57617912511821,"O"
10,281,7.50633853351171,6.48518339286645,2025-10-08,7.57617912511821,"O"
10,282,10.1010633203538,6.34458230803592,2025-10-09,7.57617912511821,"O"
10,283,6.1183609486725,6.42043375466505,2025-10-10,7.57617912511821,"O"
10,284,6.46949883686346,6.80482882279764,2025-10-11,7.57617912511821,"O"
10,285,6.24962021088754,7.46076642405621,2025-10-12,7.57617912511821,"O"
10,286,7.71013670624826,7.70619317676564,2025-10-13,7.57617912511821,"O"
10,287,7.15555555555556,7.68652455516798,2025-10-14,7.57617912511821,"O"
10,288,3.08787878787879,7.94359794881401,2025-10-15,7.57617912511821,"O"
10,289,8.49453588572362,7.91139372258006,2025-10-16,7.57617912511821,"O"
10,290,11.7146754548669,8.04001727157082,2025-10-17,7.57617912511821,"O"
10,291,9.96060606060606,7.74384169406121,2025-10-18,7.57617912511821,"O"
10,292,9.9043771043771,7.62211777185144,2025-10-19,7.57617912511821,"O"
10,293,8.68909488513283,8.11854423827137,2025-10-20,7.57617912511821,"O"
10,294,6.14745657452391,8.63766076312339,2025-10-21,7.57617912511821,"O"
10,295,7.53585570079522,8.11577322096195,2025-10-22,7.57617912511821,"O"
10,296,4.74838093115212,7.78480678580679,2025-10-23,7.57617912511821,"O"
10,297,5.93831633345785,8.03053291996005,2025-10-24,7.57617912511821,"O"
10,298,8.05214345207812,8.01347253964718,2025-10-25,7.57617912511821,"O"
10,299,13.6857011342438,8.52693844251917,2025-10-26,7.57617912511821,"O"
10,300,6.49580003325253,8.38460287243965,2025-10-27,7.57617912511821,"O"
10,301,6.6509417090544,8.69913977932443,2025-10-28,7.57617912511821,"O"
10,302,12.3616384459098,9.53952689597865,2025-10-29,7.57617912511821,"O"
10,303,8.51849108200406,9.98525005077084,2025-10-30,7.57617912511821,"O"
10,304,11.2821156032438,9.35746463799541,2025-10-31,7.57617912511821,"O"
11,305,6.1125,9.98600963467016,2025-11-01,8.25951631959177,"N"
11,306,7.89375,10.3115404637647,2025-11-02,8.25951631959177,"N"
11,307,14.3421875,9.706898358333,2025-11-03,8.25951631959177,"N"
11,308,12.509375,9.88085894940988,2025-11-04,8.25951631959177,"N"
11,309,7.40784700648951,9.41450338821525,2025-11-05,8.25951631959177,"N"
11,310,12.78125,9.8683612360471,2025-11-06,8.25951631959177,"N"
11,311,9.90625,9.80662927094383,2025-11-07,8.25951631959177,"N"
11,312,6.3152173915926,9.33022302094383,2025-11-08,8.25951631959177,"N"
11,313,10.2580969927728,8.88668457440988,2025-11-09,8.25951631959177,"N"
11,314,6.61855999129754,9.03329383300871,2025-11-10,8.25951631959177,"N"
11,315,10.6510784783185,8.2279813330087,2025-11-11,8.25951631959177,"N"
11,316,7.27643034896729,8.24350029225648,2025-11-12,8.25951631959177,"N"
11,317,9.578125,8.40687760656327,2025-11-13,8.25951631959177,"N"
11,318,8.0739905346605,8.23450540728599,2025-11-14,8.25951631959177,"N"
11,319,8.87393959247778,8.32153782129772,2025-11-15,8.25951631959177,"N"
11,320,4.728125,8.05505217274315,2025-11-16,8.25951631959177,"N"
11,321,10.0614395924778,8.15615913784642,2025-11-17,8.25951631959177,"N"
11,322,7.9489905346605,7.64928413784642,2025-11-18,8.25951631959177,"N"
11,323,8.534375,7.88701469218272,2025-11-19,8.25951631959177,"N"
11,324,7.48888413141483,7.38181746935087,2025-11-20,8.25951631959177,"N"
11,325,7.98622199277284,7.77945078827408,2025-11-21,8.25951631959177,"N"
11,326,8.2875,7.63479199802328,2025-11-22,8.25951631959177,"N"
11,327,4.509375,7.72327116240383,2025-11-23,8.25951631959177,"N"
11,328,10.4512960780235,7.30233366240383,2025-11-24,8.25951631959177,"N"
11,329,3.82196736415926,7.04250774926235,2025-11-25,8.25951631959177,"N"
11,330,8.70445818923211,6.46305365718087,2025-11-26,8.25951631959177,"N"
11,331,8.61485168996976,6.18036426324148,2025-11-27,8.25951631959177,"N"
11,332,8.83378217846605,6.11366918748391,2025-11-28,8.25951631959177,"N"
11,333,4.325,5.40864595872862,2025-11-29,8.25951631959177,"N"
11,334,4.890625,5.38247956508051,2025-11-30,8.25951631959177,"N"
12,335,2.1916810719581,5.07021556433912,2025-12-01,3.81040496182304,"D"
12,336,5.46060606060606,4.79435215165209,2025-12-02,3.81040496182304,"D"
12,337,3.84242424242424,4.41758311474764,2025-12-03,3.81040496182304,"D"
12,338,3.40106379047064,4.7170045350962,2025-12-04,3.81040496182304,"D"
12,339,3.56030342767815,5.09223828562962,2025-12-05,3.81040496182304,"D"
12,340,5.58181818181818,5.35064593600957,2025-12-06,3.81040496182304,"D"
12,341,5.85621756309945,5.49330403710539,2025-12-07,3.81040496182304,"D"
12,342,5.06609180942162,5.40221312801448,2025-12-08,3.81040496182304,"D"
12,343,7.31921420348553,5.67690762778744,2025-12-09,3.81040496182304,"D"
12,344,8.64296250533426,5.83938276905638,2025-12-10,3.81040496182304,"D"
12,345,4.77575757575758,5.39392822360183,2025-12-11,3.81040496182304,"D"
12,346,6.88718707156425,5.26588222486765,2025-12-12,3.81040496182304,"D"
12,347,2.93151515151515,5.07169728634973,2025-12-13,3.81040496182304,"D"
12,348,6.14800878820023,4.433231739111,2025-12-14,3.81040496182304,"D"
12,349,5.18505484036754,3.75045064009272,2025-12-15,3.81040496182304,"D"
12,350,1.12727272727273,3.5737082158503,2025-12-16,3.81040496182304,"D"
12,351,4.57575757575758,3.32699708445145,2025-12-17,3.81040496182304,"D"
12,352,3.12424242424242,3.38657284202721,2025-12-18,3.81040496182304,"D"
12,353,0.934558731098245,3.12510529654052,2025-12-19,3.81040496182304,"D"
12,354,1.81515151515152,2.69670933206752,2025-12-20,3.81040496182304,"D"
12,355,3.00833333333333,2.62795645022965,2025-12-21,3.81040496182304,"D"
12,356,4.42007575757576,2.25126304559506,2025-12-22,3.81040496182304,"D"
12,357,3.52727272727273,2.54777277467171,2025-12-23,3.81040496182304,"D"
